_id,locationId,locationName,locationType,address,city,postal_code,addressInfo,lat,long,dates,hours,info,phone,phoneExt,phoneAlt,phoneAltExt,website,accessibility,sameDayAppt,active,temporarily_closed,pharmacy,operated_by,location_name_fr,operated_by_fr,address_fr,province,PHU,PHU_fr,monday,tuesday,wednesday,thursday,friday,saturday,sunday,appointments,online_appointments,phone_appointments,walk_ins,symptomatic,drive_through,general_population,children_under_2,age_threshold,weeks_pregnant,french_language_services,accessible,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr,Monday_Open,Monday_Closed,Tuesday_Open,Tuesday_Closed,Wednesday_Open,Wednesday_Closed,Thursday_Open,Thursday_Closed,Friday_Open,Friday_Closed,Saturday_Open,Saturday_Closed,Sunday_Open,Sunday_Closed,Data_Source,OBJECTID,geometry,Date_Added,wardName
63141,154,Toronto Congress Centre,City-operated Immunization Clinic,650 Dixon Road,,,,,-79.578275659625,,11 a.m. to 8 p.m.,By appointment only.,"",,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,15,"{u'type': u'Point', u'coordinates': (-79.5782756596, 43.6926992726)}",,Etobicoke North
63223,405,Shoppers Drug Mart 939,Pharmacy Immunization Site,1507 Yonge St.,,,,,-79.394328295,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-923-7700,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,227,"{u'type': u'Point', u'coordinates': (-79.394328295, 43.689379027)}",2021-03-18,Toronto-St. Paul's
63224,406,Shoppers Drug Mart 994,Pharmacy Immunization Site,755 Danforth Ave.,,,,,-79.342263748,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-461-7533,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,228,"{u'type': u'Point', u'coordinates': (-79.342263748, 43.679193443)}",2021-03-18,Toronto-Danforth
63225,407,Cloverdale Mall Toronto,Pharmacy Immunization Site,250 The East Mall,,,,,-79.55446629,,"Monday: 8:30 a.m.-8 p.m., Tuesday: 8:30 a.m.-8 p.m., Wednesday: 8:30 a.m.-8 p.m., Thursday: 8:30 a.m.-8 p.m., Friday: 8:30 a.m.-8 p.m., Saturday: 9 a.m.-6 p.m., Sunday: 10 a.m.-6 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-239-3512,,"",,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,229,"{u'type': u'Point', u'coordinates': (-79.55446629, 43.63242299)}",2021-03-18,Etobicoke-Lakeshore
63226,408,Shoppers Drug Mart 1232,Pharmacy Immunization Site,180 Danforth Ave.,,,,,-79.357006884,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-466-5698,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,230,"{u'type': u'Point', u'coordinates': (-79.357006884, 43.676890398)}",2021-03-18,Toronto-Danforth
63227,409,Shoppers Drug Mart 808,Pharmacy Immunization Site,3010 Bloor St. West,,,,,-79.51105768,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-234-0136,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,231,"{u'type': u'Point', u'coordinates': (-79.51105768, 43.647715035)}",2021-03-18,Etobicoke-Lakeshore
63228,410,Shoppers Drug Mart 997,Pharmacy Immunization Site,66 Wellington St. West Unit 10,,,,,-79.381224798,,"Monday: 8 a.m.-5 p.m., Tuesday: 8 a.m.-5 p.m., Wednesday: 8 a.m.-5 p.m., Thursday: 8 a.m.-5 p.m., Friday: 8 a.m.-5 p.m., Saturday: closed, Sunday: closed","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-365-0927,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,232,"{u'type': u'Point', u'coordinates': (-79.381224798, 43.647230883)}",2021-03-18,Spadina-Fort York
63229,411,Shoppers Drug Mart 982,Pharmacy Immunization Site,1601 Bayview Ave,,,,,-79.375082355,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-489-1873,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,233,"{u'type': u'Point', u'coordinates': (-79.375082355, 43.706346013)}",2021-03-18,Don Valley West
63230,412,Rexall - First Canadian Place,Pharmacy Immunization Site,"1 First Canadian Place, Unit # CN1038",,,,,-79.381710772,,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: Closed, Sunday: Closed","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-362-6480,,"",,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,234,"{u'type': u'Point', u'coordinates': (-79.381710772, 43.648769522)}",2021-03-18,Spadina-Fort York
63231,413,Shoppers Drug Mart 989,Pharmacy Immunization Site,2223 Bloor St. West,,,,,-79.476473142,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-769-1105,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,235,"{u'type': u'Point', u'coordinates': (-79.476473142, 43.650929345)}",2021-03-18,Parkdale-High Park
63232,414,Shoppers Drug Mart 1351,Pharmacy Immunization Site,18 Jarvis St.,,,,,-79.370882177,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-203-3700,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,236,"{u'type': u'Point', u'coordinates': (-79.370882177, 43.647503698)}",2021-03-18,Spadina-Fort York
63233,415,Shoppers Drug Mart 1414,Pharmacy Immunization Site,260 Queen St. West,,,,,-79.391887492,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-979-3903,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,237,"{u'type': u'Point', u'coordinates': (-79.391887492, 43.649891591)}",2021-03-18,Spadina-Fort York
63234,416,Shoppers Drug Mart #943,Pharmacy Immunization Site,465 Yonge St,,,,,-79.383025435,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-408-4000,,"",,https://www.shoppersdrugmart.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,238,"{u'type': u'Point', u'coordinates': (-79.383025435, 43.661814113)}",2021-03-18,Toronto Centre
63235,417,Shoppers Drug Mart 806,Pharmacy Immunization Site,360A Bloor St W,,,,,-79.405184648,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-961-2121,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,239,"{u'type': u'Point', u'coordinates': (-79.405184648, 43.66664672)}",2021-03-18,University-Rosedale
63236,418,Shoppers Drug Mart 1166,Pharmacy Immunization Site,3446 Dundas St W,,,,,-79.486605543,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-766-8131,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,240,"{u'type': u'Point', u'coordinates': (-79.486605543, 43.665870051)}",2021-03-18,Parkdale-High Park
63237,419,Shoppers Drug Mart 856,Pharmacy Immunization Site,2251 Lawrence Av East,,,,,-79.276552163,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-759-6767,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,241,"{u'type': u'Point', u'coordinates': (-79.276552163, 43.748649471)}",2021-03-18,Scarborough Centre
63238,441,Shoppers Drug Mart 836,Pharmacy Immunization Site,523 St. Clair Ave. West,,,,,-79.419223892,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-538-1155,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,242,"{u'type': u'Point', u'coordinates': (-79.419223892, 43.682747376)}",2021-03-18,Toronto-St. Paul's
63239,442,Shoppers Drug Mart 865,Pharmacy Immunization Site,125 The Queensway,,,,,-79.481550674,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-766-6196,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,243,"{u'type': u'Point', u'coordinates': (-79.481550674, 43.630166261)}",2021-03-18,Etobicoke-Lakeshore
63240,443,Shoppers Drug Mart 500,Pharmacy Immunization Site,1630 Danforth Ave,,,,,-79.322265387,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-461-2453,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,244,"{u'type': u'Point', u'coordinates': (-79.322265387, 43.68395699)}",2021-03-18,Beaches-East York
63241,444,Shoppers Drug Mart 803,Pharmacy Immunization Site,1500 AVENUE RD,,,,,-79.416299533,,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-781-6146,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,245,"{u'type': u'Point', u'coordinates': (-79.416299533, 43.722676877)}",2021-03-18,Eglinton-Lawrence
63242,445,SHIH PHARMACY,Pharmacy Immunization Site,2700 KIPLING AVE UNIT 9,,,,,-79.589313517,,"","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-740-1623,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,246,"{u'type': u'Point', u'coordinates': (-79.589313517, 43.75669264)}",2021-04-06,Etobicoke North
63243,446,SHOPPERS DRUG MART #854,Pharmacy Immunization Site,2550 FINCH AVE W,,,,,-79.560374485,,"","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-749-5271,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,247,"{u'type': u'Point', u'coordinates': (-79.560374485, 43.749024862)}",2021-04-06,Humber River-Black Creek
63244,447,CANADA CHEMISTS,Pharmacy Immunization Site,1975 AVENUE ROAD,,,,,-79.419562346,,"","Adults 18 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-440-8008,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,248,"{u'type': u'Point', u'coordinates': (-79.419562346, 43.734787027)}",2021-04-14,Eglinton-Lawrence
63245,448,HEALTH CORNER PHARMACY,Pharmacy Immunization Site,3-2167 VICTORIA PARK AVE,,,,,-79.315139871,,"","Adults 18 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-384-0707,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,249,"{u'type': u'Point', u'coordinates': (-79.315139871, 43.758778536)}",2021-04-06,Scarborough Centre
63246,449,HEALING ARTS PHARMACY,Pharmacy Immunization Site,113-170 THE DONWAY W,,,,,-79.348043904,,"","Adults 18 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-444-2604,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,250,"{u'type': u'Point', u'coordinates': (-79.348043904, 43.735377559)}",2021-04-06,Don Valley East
63247,450,DRUG STORE PHARMACY #4285,Pharmacy Immunization Site,25 PHOTOGRAPHY CIR,,,,,-79.483767934,,"","Adults 18 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-763-1502,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,251,"{u'type': u'Point', u'coordinates': (-79.483767934, 43.686772181)}",2021-04-06,York South-Weston
63248,451,PHARMA TRUST DRUG MART*,Pharmacy Immunization Site,1935 SHEPPARD AVE W,,,,,-79.511500101,,"","Adults 18 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-743-3351,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,252,"{u'type': u'Point', u'coordinates': (-79.511500101, 43.738836382)}",2021-04-06,York Centre
63249,452,LAROSE PHARMACY,Pharmacy Immunization Site,140 LAROSE AVE,,,,,-79.523949826,,"","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-249-8600,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,253,"{u'type': u'Point', u'coordinates': (-79.523949826, 43.685625102)}",2021-04-06,Etobicoke Centre
63250,453,GLEN PARK PHARMACY*,Pharmacy Immunization Site,2920 DUFFERIN ST,,,,,-79.453862495,,"","Adults 18 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-256-1111,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,254,"{u'type': u'Point', u'coordinates': (-79.453862495, 43.708746567)}",2021-04-06,Eglinton-Lawrence
63251,420,Shoppers Drug Mart 1214,Pharmacy Immunization Site,1840 EGLINTON AVE W,,,,,-79.450874008,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-256-6199,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,255,"{u'type': u'Point', u'coordinates': (-79.450874008, 43.695808882)}",2021-03-18,Eglinton-Lawrence
63252,421,Shoppers Drug Mart 1320,Pharmacy Immunization Site,388 King Street West,,,,,-79.392738641,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-597-6550,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,256,"{u'type': u'Point', u'coordinates': (-79.392738641, 43.64632013)}",2021-03-18,Spadina-Fort York
63253,422,Shoppers Drug Mart 811,Pharmacy Immunization Site,2999 Kingston Rd.,,,,,-79.230971585,,"Monday: 9 a.m. to midnight, Tuesday: 9 a.m. to midnight, Wednesday: 9 a.m. to midnight, Thursday: 9 a.m. to midnight, Friday: 9 a.m. to midnight, Saturday: 9 a.m. to midnight, Sunday: 10 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-261-6114,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,257,"{u'type': u'Point', u'coordinates': (-79.230971585, 43.725155934)}",2021-03-18,Scarborough Southwest
63254,423,Shoppers Drug Mart 820,Pharmacy Immunization Site,1084 Wilson Ave.,,,,,-79.480845411,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 9 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-633-9884,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,258,"{u'type': u'Point', u'coordinates': (-79.480845411, 43.728254536)}",2021-03-18,York Centre
63255,424,Shoppers Drug Mart 871,Pharmacy Immunization Site,45 Overlea Blvd.,,,,,-79.34625567,,"Monday: 9 a.m. to midnight, Tuesday: 9 a.m. to midnight, Wednesday: 9 a.m. to midnight, Thursday: 9 a.m. to midnight, Friday: 9 a.m. to midnight, Saturday: 9 a.m. to midnight, Sunday: 10 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-421-5141,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,259,"{u'type': u'Point', u'coordinates': (-79.34625567, 43.705538116)}",2021-03-18,Don Valley West
63256,425,Shoppers Drug Mart 829,Pharmacy Immunization Site,265 Port Union Rd.,,,,,-79.13950367,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-284-9229,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,260,"{u'type': u'Point', u'coordinates': (-79.13950367, 43.788621397)}",2021-03-18,Scarborough-Rouge Park
63257,426,Shoppers Drug Mart 813,Pharmacy Immunization Site,725 College St.,,,,,-79.419091598,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-534-2375,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,261,"{u'type': u'Point', u'coordinates': (-79.419091598, 43.65427804)}",2021-03-18,University-Rosedale
