pruid,prename,prfname,week_end,series_type,product_name,numtotal_atleast1dose,numtotal_partially,numtotal_fully,prop_atleast1dose,prop_partially,prop_fully,V13,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_partially,propweekdelta_fully
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-03,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-03,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-03,1,Moderna Spikevax,13415,5079,8336,34.05,12.89,21.16,,,,,
62,Nunavut,Nunavut,2021-04-03,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-03,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-04-10,1,Pfizer-BioNTech Comirnaty,4035667,3431608,604059,10.55,8.97,1.58,,,,,
1,Canada,Canada,2021-04-10,1,Moderna Spikevax,878213,679230,198983,2.30,1.78,0.52,,,,,
1,Canada,Canada,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,551960,551836,124,1.44,1.44,<0.01,,,,,
1,Canada,Canada,2021-04-10,3,Not reported,1873379,1857562,15817,4.90,4.86,0.04,,,,,
1,Canada,Canada,2021-04-10,3,Unknown,487,470,17,<0.01,<0.01,<0.01,,,,,
1,Canada,Canada,2021-04-10,3,PT-provided total,1022228,934409,87819,2.67,2.44,0.23,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-10,1,Pfizer-BioNTech Comirnaty,75858,69010,6848,14.57,13.26,1.32,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-10,1,Moderna Spikevax,17162,14336,2826,3.30,2.75,0.54,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,7574,7574,0,1.45,1.45,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-10,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-10,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-10,1,Pfizer-BioNTech Comirnaty,19645,12694,6951,11.96,7.73,4.23,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-10,1,Moderna Spikevax,4896,3091,1805,2.98,1.88,1.10,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,1764,1764,0,1.07,1.07,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-10,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-10,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-10,1,Pfizer-BioNTech Comirnaty,84015,58576,25439,8.47,5.90,2.56,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-10,1,Moderna Spikevax,19592,13928,5664,1.97,1.40,0.57,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,12926,12926,0,1.30,1.30,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-10,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-10,3,Unknown,285,269,16,0.03,0.03,<0.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-10,1,Pfizer-BioNTech Comirnaty,104514,91086,13428,13.24,11.54,1.70,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-10,1,Moderna Spikevax,20204,17855,2349,2.56,2.26,0.30,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,10898,10898,0,1.38,1.38,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-10,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-10,3,Unknown,191,191,0,0.02,0.02,0.00,,,,,
24,Quebec,Québec,2021-04-10,1,Pfizer-BioNTech Comirnaty,,"",,"","","",,,,,
24,Quebec,Québec,2021-04-10,1,Moderna Spikevax,,"",,"","","",,,,,
24,Quebec,Québec,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,,"",,"","","",,,,,
24,Quebec,Québec,2021-04-10,3,Not reported,1873379,1857562,15817,21.77,21.59,0.18,,,,,
24,Quebec,Québec,2021-04-10,3,Unknown,,"",,"","","",,,,,
35,Ontario,Ontario,2021-04-10,1,Pfizer-BioNTech Comirnaty,2126581,1872225,254356,14.34,12.63,1.72,,,,,
35,Ontario,Ontario,2021-04-10,1,Moderna Spikevax,372585,294013,78572,2.51,1.98,0.53,,,,,
35,Ontario,Ontario,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,309156,309118,38,2.09,2.08,<0.01,,,,,
35,Ontario,Ontario,2021-04-10,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-04-10,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-04-10,1,Pfizer-BioNTech Comirnaty,154815,98248,56567,11.19,7.10,4.09,,,,,
46,Manitoba,Manitoba,2021-04-10,1,Moderna Spikevax,41130,29182,11948,2.97,2.11,0.86,,,,,
46,Manitoba,Manitoba,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,19977,19977,0,1.44,1.44,0.00,,,,,
46,Manitoba,Manitoba,2021-04-10,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-04-10,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-10,1,Pfizer-BioNTech Comirnaty,160189,128915,31274,13.58,10.93,2.65,,,,,
47,Saskatchewan,Saskatchewan,2021-04-10,1,Moderna Spikevax,52292,42074,10218,4.43,3.57,0.87,,,,,
47,Saskatchewan,Saskatchewan,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,37058,37058,0,3.14,3.14,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-10,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-10,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-04-10,1,Pfizer-BioNTech Comirnaty,551838,413117,138721,12.42,9.30,3.12,,,,,
48,Alberta,Alberta,2021-04-10,1,Moderna Spikevax,110934,85384,25550,2.50,1.92,0.58,,,,,
48,Alberta,Alberta,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,65520,65434,86,1.47,1.47,<0.01,,,,,
48,Alberta,Alberta,2021-04-10,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-04-10,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-04-10,1,Pfizer-BioNTech Comirnaty,758212,687737,70475,14.54,13.19,1.35,,,,,
59,British Columbia,Colombie-Britannique,2021-04-10,1,Moderna Spikevax,177076,159733,17343,3.40,3.06,0.33,,,,,
59,British Columbia,Colombie-Britannique,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,87087,87087,0,1.67,1.67,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-04-10,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-04-10,3,Unknown,11,10,1,<0.01,<0.01,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-04-10,3,PT-provided total,1022228,934409,87819,19.60,17.92,1.68,,,,,
60,Yukon,Yukon,2021-04-10,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-04-10,1,Moderna Spikevax,23872,7096,16776,55.59,16.52,39.06,,,,,
60,Yukon,Yukon,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-04-10,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-04-10,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-10,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-10,1,Moderna Spikevax,24740,8271,16469,56.91,19.03,37.88,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-10,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-10,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-10,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-10,1,Moderna Spikevax,13730,4267,9463,34.85,10.83,24.02,,,,,
62,Nunavut,Nunavut,2021-04-10,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-10,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-10,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-04-17,1,Pfizer-BioNTech Comirnaty,4858839,4178574,680265,12.70,10.93,1.78,,,,,
1,Canada,Canada,2021-04-17,1,Moderna Spikevax,1209854,992218,217636,3.16,2.59,0.57,,,,,
1,Canada,Canada,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,800685,798726,1959,2.09,2.09,0.01,,,,,
1,Canada,Canada,2021-04-17,3,Not reported,2325260,2295027,30233,6.08,6.00,0.08,,,,,
1,Canada,Canada,2021-04-17,3,Unknown,726,721,5,<0.01,<0.01,<0.01,,,,,
1,Canada,Canada,2021-04-17,3,PT-provided total,1289370,1201132,88238,3.37,3.14,0.23,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-17,1,Pfizer-BioNTech Comirnaty,88398,81538,6860,16.98,15.66,1.32,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-17,1,Moderna Spikevax,20862,18048,2814,4.01,3.47,0.54,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,13548,13548,0,2.60,2.60,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-17,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-17,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-17,1,Pfizer-BioNTech Comirnaty,24609,16846,7763,14.98,10.25,4.72,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-17,1,Moderna Spikevax,4957,3153,1804,3.02,1.92,1.10,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,3823,3823,0,2.33,2.33,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-17,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-17,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-17,1,Pfizer-BioNTech Comirnaty,124975,99351,25624,12.60,10.01,2.58,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-17,1,Moderna Spikevax,29169,22315,6854,2.94,2.25,0.69,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,19388,19388,0,1.95,1.95,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-17,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-17,3,Unknown,354,350,4,0.04,0.04,<0.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-17,1,Pfizer-BioNTech Comirnaty,120216,103765,16451,15.23,13.15,2.08,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-17,1,Moderna Spikevax,30402,28006,2396,3.85,3.55,0.30,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,31706,31706,0,4.02,4.02,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-17,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-17,3,Unknown,362,362,0,0.05,0.05,0.00,,,,,
24,Quebec,Québec,2021-04-17,1,Pfizer-BioNTech Comirnaty,,"",,"","","",,,,,
24,Quebec,Québec,2021-04-17,1,Moderna Spikevax,,"",,"","","",,,,,
24,Quebec,Québec,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,,"",,"","","",,,,,
24,Quebec,Québec,2021-04-17,3,Not reported,2325260,2295027,30233,27.02,26.67,0.35,,,,,
24,Quebec,Québec,2021-04-17,3,Unknown,,"",,"","","",,,,,
35,Ontario,Ontario,2021-04-17,1,Pfizer-BioNTech Comirnaty,2540591,2279330,261261,17.14,15.37,1.76,,,,,
35,Ontario,Ontario,2021-04-17,1,Moderna Spikevax,537729,453731,83998,3.63,3.06,0.57,,,,,
35,Ontario,Ontario,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,415546,415019,527,2.80,2.80,<0.01,,,,,
35,Ontario,Ontario,2021-04-17,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-04-17,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-04-17,1,Pfizer-BioNTech Comirnaty,190939,133626,57313,13.80,9.66,4.14,,,,,
46,Manitoba,Manitoba,2021-04-17,1,Moderna Spikevax,49124,36670,12454,3.55,2.65,0.90,,,,,
46,Manitoba,Manitoba,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,27637,27637,0,2.00,2.00,0.00,,,,,
46,Manitoba,Manitoba,2021-04-17,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-04-17,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-17,1,Pfizer-BioNTech Comirnaty,196184,163664,32520,16.63,13.87,2.76,,,,,
47,Saskatchewan,Saskatchewan,2021-04-17,1,Moderna Spikevax,58715,48357,10358,4.98,4.10,0.88,,,,,
47,Saskatchewan,Saskatchewan,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,54491,54491,0,4.62,4.62,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-17,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-17,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-04-17,1,Pfizer-BioNTech Comirnaty,668192,466421,201771,15.04,10.50,4.54,,,,,
48,Alberta,Alberta,2021-04-17,1,Moderna Spikevax,164123,134998,29125,3.69,3.04,0.66,,,,,
48,Alberta,Alberta,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,100565,99135,1430,2.26,2.23,0.03,,,,,
48,Alberta,Alberta,2021-04-17,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-04-17,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-04-17,1,Pfizer-BioNTech Comirnaty,904735,834033,70702,17.35,15.99,1.36,,,,,
59,British Columbia,Colombie-Britannique,2021-04-17,1,Moderna Spikevax,250835,233302,17533,4.81,4.47,0.34,,,,,
59,British Columbia,Colombie-Britannique,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,133981,133979,2,2.57,2.57,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-04-17,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-04-17,3,Unknown,10,9,1,<0.01,<0.01,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-04-17,3,PT-provided total,1289370,1201132,88238,24.73,23.03,1.69,,,,,
60,Yukon,Yukon,2021-04-17,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-04-17,1,Moderna Spikevax,24317,4218,20099,56.62,9.82,46.80,,,,,
60,Yukon,Yukon,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-04-17,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-04-17,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-17,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-17,1,Moderna Spikevax,25369,6100,19269,58.36,14.03,44.32,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-17,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-17,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-17,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-17,1,Moderna Spikevax,14252,3320,10932,36.17,8.43,27.74,,,,,
62,Nunavut,Nunavut,2021-04-17,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-17,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-17,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-04-24,1,Pfizer-BioNTech Comirnaty,5590643,4857385,733258,14.62,12.70,1.92,,,,,
1,Canada,Canada,2021-04-24,1,Moderna Spikevax,1526252,1294415,231837,3.99,3.38,0.61,,,,,
1,Canada,Canada,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,1242287,1238663,3624,3.25,3.24,0.01,,,,,
1,Canada,Canada,2021-04-24,3,Not reported,2773207,2721477,51730,7.25,7.12,0.14,,,,,
1,Canada,Canada,2021-04-24,3,Unknown,483,477,6,<0.01,<0.01,<0.01,,,,,
1,Canada,Canada,2021-04-24,3,PT-provided total,1543065,1453896,89169,4.03,3.80,0.23,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-24,1,Pfizer-BioNTech Comirnaty,103442,96555,6887,19.87,18.55,1.32,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-24,1,Moderna Spikevax,25607,22801,2806,4.92,4.38,0.54,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,18374,18371,3,3.53,3.53,<0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-24,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-24,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-24,1,Pfizer-BioNTech Comirnaty,27719,19535,8184,16.87,11.89,4.98,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-24,1,Moderna Spikevax,7183,5088,2095,4.37,3.10,1.27,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,4651,4651,0,2.83,2.83,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-24,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-24,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-24,1,Pfizer-BioNTech Comirnaty,161712,135769,25943,16.30,13.69,2.62,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-24,1,Moderna Spikevax,43550,34683,8867,4.39,3.50,0.89,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,33299,33299,0,3.36,3.36,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-24,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-24,3,Unknown,5,0,5,<0.01,0.00,<0.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-24,1,Pfizer-BioNTech Comirnaty,136283,115072,21211,17.27,14.58,2.69,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-24,1,Moderna Spikevax,43593,40640,2953,5.52,5.15,0.37,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,38934,38923,11,4.93,4.93,<0.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-24,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-24,3,Unknown,469,469,0,0.06,0.06,0.00,,,,,
24,Quebec,Québec,2021-04-24,1,Pfizer-BioNTech Comirnaty,,"",,"","","",,,,,
24,Quebec,Québec,2021-04-24,1,Moderna Spikevax,,"",,"","","",,,,,
24,Quebec,Québec,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,,"",,"","","",,,,,
24,Quebec,Québec,2021-04-24,3,Not reported,2773207,2721477,51730,32.23,31.63,0.60,,,,,
24,Quebec,Québec,2021-04-24,3,Unknown,,"",,"","","",,,,,
35,Ontario,Ontario,2021-04-24,1,Pfizer-BioNTech Comirnaty,2931910,2660837,271073,19.78,17.95,1.83,,,,,
35,Ontario,Ontario,2021-04-24,1,Moderna Spikevax,694643,606834,87809,4.69,4.09,0.59,,,,,
35,Ontario,Ontario,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,642259,640804,1455,4.33,4.32,0.01,,,,,
35,Ontario,Ontario,2021-04-24,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-04-24,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-04-24,1,Pfizer-BioNTech Comirnaty,226180,168257,57923,16.35,12.16,4.19,,,,,
46,Manitoba,Manitoba,2021-04-24,1,Moderna Spikevax,70889,57397,13492,5.12,4.15,0.98,,,,,
46,Manitoba,Manitoba,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,52465,52465,0,3.79,3.79,0.00,,,,,
46,Manitoba,Manitoba,2021-04-24,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-04-24,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-24,1,Pfizer-BioNTech Comirnaty,215561,182587,32974,18.27,15.48,2.79,,,,,
47,Saskatchewan,Saskatchewan,2021-04-24,1,Moderna Spikevax,78483,67906,10577,6.65,5.76,0.90,,,,,
47,Saskatchewan,Saskatchewan,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,65973,65973,0,5.59,5.59,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-24,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-24,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-04-24,1,Pfizer-BioNTech Comirnaty,735653,497918,237735,16.56,11.21,5.35,,,,,
48,Alberta,Alberta,2021-04-24,1,Moderna Spikevax,205246,174479,30767,4.62,3.93,0.69,,,,,
48,Alberta,Alberta,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,186471,184333,2138,4.20,4.15,0.05,,,,,
48,Alberta,Alberta,2021-04-24,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-04-24,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-04-24,1,Pfizer-BioNTech Comirnaty,1052183,980855,71328,20.18,18.81,1.37,,,,,
59,British Columbia,Colombie-Britannique,2021-04-24,1,Moderna Spikevax,291232,273409,17823,5.58,5.24,0.34,,,,,
59,British Columbia,Colombie-Britannique,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,199861,199844,17,3.83,3.83,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-04-24,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-04-24,3,Unknown,9,8,1,<0.01,<0.01,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-04-24,3,PT-provided total,1543065,1453896,89169,29.59,27.88,1.71,,,,,
60,Yukon,Yukon,2021-04-24,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-04-24,1,Moderna Spikevax,24817,3290,21527,57.79,7.66,50.13,,,,,
60,Yukon,Yukon,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-04-24,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-04-24,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-24,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-24,1,Moderna Spikevax,25851,4910,20941,59.46,11.29,48.17,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-24,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-24,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-24,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-24,1,Moderna Spikevax,15158,2978,12180,38.47,7.56,30.91,,,,,
62,Nunavut,Nunavut,2021-04-24,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-04-24,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
