entry.id,jurisdiction,date.announced,date.implemented,category,type,primary.source.(news.release.or.specific.resource),secondary.source,action,level,indigenous.population.group,who,what,effective.until
AB336,Alberta,18751,18752,case management,other,https://www.alberta.ca/release.cfm?xID=780944289E67F-AB21-1393-1723D64CDEC6F61D,Not applicable,Tightening,Regional,FALSE,government of alberta,"for all communities with more than 50 cases per 100,000 people and with 30 or more active cases, announced any workplace with transmission of 3 or more cases will be required by health officials to close for 10 days; work camps and essential and critical services are exempt",18988
AB337,Alberta,18751,18754,closures/openings,education,https://www.alberta.ca/release.cfm?xID=780944289E67F-AB21-1393-1723D64CDEC6F61D,Not applicable,Tightening,Provincial/territorial,FALSE,government of alberta,shifted all k–12 learning to at-home learning; exceptions available for students with disabilities so they can continue to attend in-person classes as necessary,18772
AB338,Alberta,18751,18756,closures/openings,non-essential services,https://www.alberta.ca/release.cfm?xID=780944289E67F-AB21-1393-1723D64CDEC6F61D,Not applicable,Tightening,Provincial/territorial,FALSE,government of alberta,"restricted restaurants, bars, pubs, lounges and cafes to takeout or delivery services only",18988
AB339,Alberta,18751,18756,closures/openings,non-essential services,https://www.alberta.ca/release.cfm?xID=780944289E67F-AB21-1393-1723D64CDEC6F61D,Not applicable,Tightening,Regional,FALSE,government of alberta,"for communities with more than 50 cases per 100,000 people and with 30 or more active cases, closed hair salons, barbers, nail salons, estheticians, tattoo and piercing services",18988
AB340,Alberta,18752,18753,vaccine,phase changes and milestones,https://www.alberta.ca/release.cfm?xID=7810164D5B338-EBA9-4712-C30B98FA845B62F5,https://www.alberta.ca/covid19-vaccine.aspx?utm_source=Email_marketing&utm_campaign=Vaccine&utm_content=VaccineProgram&cmp=1&utm_medium=HTMLEmail#phases,Not applicable,Provincial/territorial,FALSE,alberta health services,"all regions entered phase 3 of the covid-19 vaccine distribution implementation plan, marking the 1st eligibility for any albertan in the general public",18988
AB341,Alberta,18752,18757,vaccine,population to be vaccinated,https://www.alberta.ca/release.cfm?xID=7810164D5B338-EBA9-4712-C30B98FA845B62F5,Not applicable,Not applicable,Provincial/territorial,FALSE,alberta health services,announced the expansion of eligibility for vaccinations under phase 3 to everyone over the age of 12,18988
AB343,Alberta,18760,18760,public information,masks,https://www.alberta.ca/release.cfm?xID=781630E1BE406-9F76-1B64-E407A9B67D25C573,https://www.alberta.ca/masks.aspx?utm_source=redirect&utm_medium=sticker&utm_campaign=Covid19&utm_term=masks,Tightening,Provincial/territorial,FALSE,government of alberta,"updated rule exemptions around mask wearing to require individuals to obtain a medical exemption letter, from a nurse practitioner, physician or psychologist, that verifies their health condition; those violating mask wearing regulations are subject to fines",18988
AB344,Alberta,18764,18764,public information,launch of web page/resource,https://www.alberta.ca/release.cfm?xID=78183DDDCD3A6-A304-714A-CB4E5A7F7F5765E2,Not applicable,Not applicable,Provincial/territorial,FALSE,government of alberta,launched an interactive map that breaks down alberta vaccine coverage by local geographic area,18988
AB345,Alberta,18767,18767,case management,self-isolation,https://www.alberta.ca/release.cfm?xID=7821474F7FEC9-D0BF-793C-AF2DFB5C92C80406,https://www.alberta.ca/isolation.aspx#requirements,Not applicable,Provincial/territorial,FALSE,government of alberta,updated quarantine rules for asymptomatic close contacts who are partially or fully vaccinated,18988
AB346,Alberta,18766,18766,case management,outbreak definitions,https://open.alberta.ca/publications/cmoh-order-23-2021,https://www.alberta.ca/protecting-residents-at-congregate-care-facilities.aspx,Not applicable,Provincial/territorial,FALSE,"government of alberta, office of the chief medical officer of health","updated outbreak and operational standards for licensed supportive living and long-term care; added information on when an outbreak is declared, guidance for isolation for residents who were previously covid-19 positive in the past 90 days, and vaccination information",18988
AB347,Alberta,18751,18751,public information,phase and alert level changes,https://www.alberta.ca/release.cfm?xID=780944289E67F-AB21-1393-1723D64CDEC6F61D,Not applicable,Tightening,Provincial/territorial,FALSE,government of alberta,announced all regions will be returning to step 0 level restrictions; greater restrictions are still in effect for hot spots and high-case regions,18988
AB348,Alberta,18746,18746,public information,phase and alert level changes,https://www.alberta.ca/release.cfm?xID=780533DBB6ECD-FF17-9907-23EBE287AE9BB6A7,Not applicable,Tightening,Regional,FALSE,government of alberta,"moved the regions of fort mcmurray, city of red deer, city of grande prairie, city of calgary, city of airdrie, strathcona county, city of lethbridge and city of edmonton into hot spot restrictions",18988
AB349,Alberta,18645,18645,closures/openings,health services,https://open.alberta.ca/dataset/fcb2b719-af1f-426c-bf76-6390f7ac0459/resource/bbd990d1-cae3-463f-a8fd-d3cb248ee192/download/health-cmoh-record-of-decision-cmoh-order-01-2021.pdf,Not applicable,Easing,Provincial/territorial,FALSE,"alberta health services, office of the chief medical officer of health","permitted wellness services (e.g., massage therapy and reflexology services) to operate by one-on-one appointments only",18988
AB350,Alberta,18745,18745,vaccine,population to be vaccinated,https://www.cbc.ca/news/canada/edmonton/vaccine-changes-covid-alberta-1.6006001,Not applicable,Not applicable,Municipal,TRUE,alberta health services,announced eligibility age for astrazeneca and johnson & johnson to be lowered to 30 years and older in banff and wood buffalo,18988
AB351,Alberta,18758,18758,vaccine,implementation plans and frameworks,https://www.cbc.ca/news/canada/edmonton/astrazeneca-covid-19-vaccine-alberta-1.6021739,Not applicable,Not applicable,Provincial/territorial,FALSE,alberta health services,paused the use of astrazeneca as a 1st dose due to supply issues,18988
AB352,Alberta,18727,18729,vaccine,population to be vaccinated,https://www.alberta.ca/release.cfm?xID=77928624402E7-EB99-5CEC-767A423388DE8ADC,Not applicable,Not applicable,Provincial/territorial,TRUE,alberta health services,"announced that nurses, doctors, dentists and any health care workers in patient care facilities or providing direct patient care in the community are eligible to receive a vaccine as part of phase 2c; this includes indigenous health care workers",18988
AB353,Alberta,18746,18747,vaccine,population to be vaccinated,https://www.alberta.ca/release.cfm?xID=780503162D536-D374-A9C3-0A8666521534684B,https://www.alberta.ca/covid19-vaccine.aspx?utm_source=Email_marketing&utm_campaign=Vaccine&utm_content=VaccineProgram&cmp=1&utm_medium=HTMLEmail#phases,Not applicable,Provincial/territorial,FALSE,alberta health services,"announced that the remaining population under phase 2c is eligible for vaccination; this includes caregivers of albertans who are most at risk of severe outcomes, people who interact with residents at shelters, correctional facilities and remand centres (including police and firefighters) and canada border services agency staff",18988
AB354,Alberta,18746,18747,vaccine,population to be vaccinated,https://www.alberta.ca/release.cfm?xID=780503162D536-D374-A9C3-0A8666521534684B,Not applicable,Not applicable,Provincial/territorial,TRUE,alberta health services,"announced that all groups under phase 2d are eligible to book vaccines; this includes albertans age 50 to 64, indigenous people age 35 to 49 and residents of bow valley and the regional municipality of wood buffalo turning 18+",18988
AB355,Alberta,18752,18757,vaccine,phase changes and milestones,https://www.alberta.ca/release.cfm?xID=7810164D5B338-EBA9-4712-C30B98FA845B62F5,Not applicable,Not applicable,Provincial/territorial,FALSE,alberta health services,first vaccine eligibility for children age 12 to 17,18988
AB356,Alberta,18758,18758,vaccine,implementation plans and frameworks,https://www.alberta.ca/release.cfm?xID=78142A6BC5D50-FCB4-E4D3-A0AC8BA5D9A3D653,Not applicable,Not applicable,Provincial/territorial,FALSE,chief medical officer of health,announced pause of the use of astrazeneca’s covid-19 vaccine as the 1st dose due to supply issues,18988
AB357,Alberta,18652,18652,public information,projections,https://www.alberta.ca/assets/documents/covid-19-variant-projections.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,ministry of health,updated projections for cases and critical care capacity of the covid-19 variants,18988
AB358,Alberta,18680,18680,state of emergency,,Not applicable,https://www.airdrietoday.com/local-news/friday-marked-one-year-of-covid-19-in-alberta-3520934,Not applicable,Provincial/territorial,FALSE,"government of alberta, premier, chief medical officer of health","public health state of emergency expired, not renewed",18988
AB359,Alberta,18773,18775,public information,pandemic response plans,https://www.alberta.ca/release.cfm?xID=78245A07B1BCA-D29D-4853-55C609A2834F05E3,https://www.alberta.ca/enhanced-public-health-measures.aspx?utm_source=redirect&utm_medium=all&utm_campaign=Covid19&utm_term=OpenSummer,Easing,Provincial/territorial,FALSE,government of alberta,"released open for summer plan, a 3-stage road map to lifting health restrictions and safely reopen based on ongoing progress of provincewide vaccination rates and improvements of key public health and health care indicators",18988
AB360,Alberta,18773,18775,closures/openings,non-essential services,https://www.alberta.ca/release.cfm?xID=78245A07B1BCA-D29D-4853-55C609A2834F05E3,https://www.alberta.ca/enhanced-public-health-measures.aspx?utm_source=redirect&utm_medium=all&utm_campaign=Covid19&utm_term=OpenSummer,Easing,Provincial/territorial,FALSE,government of alberta,announced worship services to increase to 15% of fire code occupancy as a part of stage 1 in the open for summer plan,18988
AB361,Alberta,18773,18779,closures/openings,recreation,https://www.alberta.ca/release.cfm?xID=78245A07B1BCA-D29D-4853-55C609A2834F05E3,https://www.alberta.ca/enhanced-public-health-measures.aspx?utm_source=redirect&utm_medium=all&utm_campaign=Covid19&utm_term=OpenSummer,Easing,Provincial/territorial,FALSE,government of alberta,"announced recreational, outdoor physical and performance activities permitted with up to 10 distanced people, for all ages in step 1 of alberta's open for summer plan",18988
AB362,Alberta,18773,18779,closures/openings,non-essential services,https://www.alberta.ca/release.cfm?xID=78245A07B1BCA-D29D-4853-55C609A2834F05E3,https://www.alberta.ca/enhanced-public-health-measures.aspx?utm_source=redirect&utm_medium=all&utm_campaign=Covid19&utm_term=OpenSummer,Easing,Provincial/territorial,FALSE,government of alberta,"announced the following non-essential services permitted to open in step 1 of alberta's open for summer plan: outdoor patio dining with a maximum of 4 people per table; everyone at the table must be members of the same household or, for a person living alone, dining parties are limited to 2 close contacts; physical distancing and other restrictions still apply; retail can increase to 15% of fire code occupancy (must maintain ability to distance); announced worship services to increase to 15% of fire code occupancy; personal and wellness services can reopen, by appointment only",18988
AB363,Alberta,18773,18779,distancing,gatherings,https://www.alberta.ca/release.cfm?xID=78245A07B1BCA-D29D-4853-55C609A2834F05E3,https://www.alberta.ca/enhanced-public-health-measures.aspx?utm_source=redirect&utm_medium=all&utm_campaign=Covid19&utm_term=OpenSummer,Easing,Provincial/territorial,FALSE,government of alberta,"announced the following gathering limits to be permitted as a part of step 1 of alberta's open for summer plan: outdoor social gatherings, with distancing, increased to up to 10 people; wedding ceremonies may have up to 10 people, including the officiant, bride/groom, witnesses and any photographers/videographers; funeral ceremonies may have up to 20 people, not including facility staff, funeral clergy or organizers not considered guests",18988
AB364,Alberta,18773,18788,closures/openings,non-essential services,https://www.alberta.ca/release.cfm?xID=78245A07B1BCA-D29D-4853-55C609A2834F05E3,https://www.alberta.ca/enhanced-public-health-measures.aspx?utm_source=redirect&utm_medium=all&utm_campaign=Covid19&utm_term=OpenSummer,Easing,Provincial/territorial,FALSE,government of alberta,"announced the following non-essential services permitted to open in step 2 of alberta's open for summer plan: restaurants may seat tables with up to 6 people, indoors or outdoors; dining parties are no longer restricted to households only; retail and places of worship capacity increases to one-third of fire code occupancy (must maintain ability to distance); personal and wellness services can resume walk-in services",18988
AB365,Alberta,18773,18788,closures/openings,recreation,https://www.alberta.ca/release.cfm?xID=78245A07B1BCA-D29D-4853-55C609A2834F05E3,https://www.alberta.ca/enhanced-public-health-measures.aspx?utm_source=redirect&utm_medium=all&utm_campaign=Covid19&utm_term=OpenSummer,Easing,Provincial/territorial,FALSE,government of alberta,"announced the following recreational services permitted to open in step 2 of alberta's open for summer plan: gyms and other indoor fitness open for solo and drop-in activities and fitness classes may resume with 3-metre distancing; indoor and outdoor youth and adult sports resume with no restrictions; indoor recreation centres may open with up to one-third of fire code occupancy; this includes arenas, cinemas, theatres, museums, art galleries and libraries; outdoor fixed seating facilities (e.g., grandstands) can open with one-third seated capacity; youth activities, such as day camps and play centres, may resume, with restrictions",18988
AB366,Alberta,18773,18788,closures/openings,education,https://www.alberta.ca/release.cfm?xID=78245A07B1BCA-D29D-4853-55C609A2834F05E3,https://www.alberta.ca/enhanced-public-health-measures.aspx?utm_source=redirect&utm_medium=all&utm_campaign=Covid19&utm_term=OpenSummer,Easing,Provincial/territorial,FALSE,government of alberta,announced post-secondary institutions permitted to resume in-person learning as a part of step 2 of alberta's open for summer plan,18988
AB367,Alberta,18773,18788,distancing,gatherings,https://www.alberta.ca/release.cfm?xID=78245A07B1BCA-D29D-4853-55C609A2834F05E3,https://www.alberta.ca/enhanced-public-health-measures.aspx?utm_source=redirect&utm_medium=all&utm_campaign=Covid19&utm_term=OpenSummer,Easing,Provincial/territorial,FALSE,government of alberta,"announced the following gathering limits permitted in step 2 of alberta's open for summer plan: outdoor social gatherings increase to 20 people, with distancing; wedding ceremonies may occur with up to 20 attendees; receptions for wedding and funeral ceremonies are permitted with up to 20 attendees, outdoors only; public outdoor gatherings increase to 150 people (e.g., concerts/festivals), with restrictions",18988
AB368,Alberta,18773,18788,distancing,work from home,https://www.alberta.ca/release.cfm?xID=78245A07B1BCA-D29D-4853-55C609A2834F05E3,https://www.alberta.ca/enhanced-public-health-measures.aspx?utm_source=redirect&utm_medium=all&utm_campaign=Covid19&utm_term=OpenSummer,Easing,Provincial/territorial,FALSE,government of alberta,"announced the work-from-home order to be lifted, but still recommended, in step 2 of alberta's open for summer plan",18988
AB369,Alberta,18774,18785,vaccine,implementation plans and frameworks,https://www.alberta.ca/release.cfm?xID=78249D2D295DE-994D-D150-541CA3B7104FD0B5,https://calgary.ctvnews.ca/alberta-s-first-drive-thru-covid-19-vaccine-clinic-opens-in-calgary-1.5459123,Not applicable,Municipal,FALSE,alberta health services,opened the 1st drive-through vaccine clinic in northeast calgary,18988
AB370,Alberta,18779,18779,public information,phase and alert level changes,https://www.alberta.ca/release.cfm?xID=79291D8EBFE80-D42D-0107-DCED3DF860795E58,https://www.alberta.ca/enhanced-public-health-measures.aspx?utm_source=redirect&utm_medium=all&utm_campaign=Covid19&utm_term=OpenSummer,Easing,Provincial/territorial,FALSE,government of alberta,announced the move to stage 1 of alberta's open for summer plan after reaching the 50% threshold in 1st-dose vaccinations,18988
AB371,Alberta,18779,18779,vaccine,population to be vaccinated,https://www.alberta.ca/release.cfm?xID=79293DD1C740D-BB14-7802-8143F854985A9022,Not applicable,Not applicable,Provincial/territorial,FALSE,alberta health services,announced the eligibility for 2nd doses for anyone vaccinated in mar. or earlier starting june 1; apr. recipients starting june 14; may recipients starting june 28,18988
AB372,Alberta,18779,18779,vaccine,implementation plans and frameworks,https://www.alberta.ca/release.cfm?xID=79293DD1C740D-BB14-7802-8143F854985A9022,Not applicable,Not applicable,Provincial/territorial,FALSE,"alberta health services, government of alberta",announced that 1st dose astrazeneca recipients can have either an mrna or astrazeneca vaccine as their 2nd dose,18988
AB373,Alberta,18787,18788,public information,phase and alert level changes,https://www.alberta.ca/release.cfm?xID=7934477F07AEA-A03E-C928-08F2CE679254D785,https://www.alberta.ca/enhanced-public-health-measures.aspx?utm_source=redirect&utm_medium=all&utm_campaign=Covid19&utm_term=OpenSummer,Easing,Provincial/territorial,FALSE,government of alberta,announced the move to stage 2 of alberta's open for summer plan after reaching the 60% threshold in 1st-dose vaccinations,18988
AB374,Alberta,18787,18788,closures/openings,recreation,https://www.alberta.ca/release.cfm?xID=7934578AA5450-E5D5-7A31-4066191DCED81699,Not applicable,Easing,Provincial/territorial,FALSE,government of alberta,"announced the opening of provincial heritage sites, museums and archives on a rolling basis starting june 10 to june 23 as part of stage 2 of alberta's open for summer plan",18988
AB375,Alberta,18791,18792,vaccine,other,https://www.alberta.ca/release.cfm?xID=7936917BCC4F8-F115-EFA1-7782A1854829D0B3,https://www.alberta.ca/open-for-summer-lottery.aspx,Not applicable,Provincial/territorial,FALSE,government of alberta,"announced the launch of a lottery prize initiative for vaccine recipients age 18 and older; prizes include cash, travel and other activities",18988
AB376,Alberta,18796,18796,vaccine,population to be vaccinated,https://www.alberta.ca/release.cfm?xID=7940044DF2425-9EF3-7F87-E9A210FDFA107CA9,Not applicable,Not applicable,Provincial/territorial,FALSE,"alberta health services, government of alberta",announced that all 1st dose recipients age 12 and older are now eligible for their 2nd-dose booking,18988
AB377,Alberta,18796,18809,public information,phase and alert level changes,https://www.alberta.ca/release.cfm?xID=7940144E074DD-E72F-4915-342DE21DB9377300,https://www.alberta.ca/release.cfm?xID=79489DAA559B5-0124-F511-6AA1E92F0787B002,Easing,Provincial/territorial,FALSE,government of alberta,announced the move to stage 3 of alberta's open for summer plan after reaching the 70% threshold in 1st-dose vaccinations,18988
AB378,Alberta,18796,18809,closures/openings,non-essential services,https://www.alberta.ca/release.cfm?xID=7940144E074DD-E72F-4915-342DE21DB9377300,https://www.alberta.ca/covid-19-public-health-actions.aspx,Easing,Provincial/territorial,FALSE,government of alberta,all provincial restrictions for non-essential services were lifted as a part of stage 3 in alberta's open for summer plan,18988
AB379,Alberta,18796,18809,closures/openings,recreation,https://www.alberta.ca/release.cfm?xID=7940144E074DD-E72F-4915-342DE21DB9377300,https://www.alberta.ca/covid-19-public-health-actions.aspx,Easing,Provincial/territorial,FALSE,government of alberta,all provincial restrictions for recreational services and activities lifted as a part of stage 3 in alberta's open for summer plan,18988
AB380,Alberta,18796,18809,closures/openings,education,https://www.alberta.ca/release.cfm?xID=7940144E074DD-E72F-4915-342DE21DB9377300,https://www.alberta.ca/covid-19-public-health-actions.aspx,Easing,Provincial/territorial,FALSE,government of alberta,"all provincial restrictions around education (i.e., k–12 learning and post-secondary institutions) were lifted as a part of stage 3 in alberta's open for summer plan",18988
AB381,Alberta,18796,18809,distancing,gatherings,https://www.alberta.ca/release.cfm?xID=7940144E074DD-E72F-4915-342DE21DB9377300,https://www.alberta.ca/covid-19-public-health-actions.aspx,Easing,Provincial/territorial,FALSE,government of alberta,all restrictions on indoor and outdoor gatherings were lifted as a part of stage 3 in alberta's open for summer plan,18988
AB382,Alberta,18796,18809,public information,masks,https://www.alberta.ca/release.cfm?xID=7940144E074DD-E72F-4915-342DE21DB9377300,https://www.alberta.ca/covid-19-public-health-actions.aspx,Easing,Provincial/territorial,FALSE,government of alberta,"announced in stage 3 of alberta's open for summer plan that general indoor masking is no longer required; masking is still mandatory for public transit, taxis, ride sharing and continuing/acute care settings; masking requirements can still be in effect by private entities like businesses or educational institutions",18988
AB383,Alberta,18821,18821,health services,visitors,https://www.alberta.ca/release.cfm?xID=795464C13C264-E6FD-0B71-C8494365B3D0BB53,Not applicable,Easing,Provincial/territorial,FALSE,"alberta health services, government of alberta",announced the 1st phase of restrictions to lift on continuing care: visitors of continuing care residents will no longer be limited in number or conditions; visitors will still need to be screened for symptoms or known exposure upon entering a facility and wear masks in all common areas; and it is recommended that visitors not fully vaccinated (including children under age 12) wear their mask at all times,18988
AB384,Alberta,18821,18821,health services,other,https://www.alberta.ca/release.cfm?xID=795464C13C264-E6FD-0B71-C8494365B3D0BB53,Not applicable,Easing,Provincial/territorial,FALSE,"alberta health services, government of alberta","announced the 1st phase of restrictions to lift on continuing care: all limits to dining and recreation activities for residents removed; residents no longer required to be screened upon re-entering the building or required to quarantine if they have gone off-site (however, in specific circumstances, such as returning from an outbreak unit of a health care facility, residents who are not fully vaccinated may be required to quarantine); facility operators can make these changes effective immediately, and have until july 31 to fully implement these them",18988
AB385,Alberta,18820,18820,vaccine,vaccination status,Not applicable,https://www.cbc.ca/news/canada/calgary/covid-jason-kenney-vaccine-passports-1.6098986,Not applicable,Provincial/territorial,FALSE,"government of alberta, premier",announced that the province will not use vaccine passports,18988
AB386,Alberta,18779,18779,vaccine,implementation plans and frameworks,https://www.alberta.ca/release.cfm?xID=79293DD1C740D-BB14-7802-8143F854985A9022,Not applicable,Not applicable,Provincial/territorial,FALSE,alberta health services,accelerated 2nd-dose appointments to a 12-week interval between doses,18988
AB387,Alberta,18702,18702,health workforce,change in practice,https://www.alberta.ca/release.cfm?xID=7773053DE8764-B2D4-D912-B6F8E169EA80BA50,Not applicable,Not applicable,Provincial/territorial,FALSE,alberta health services,announced that community physicians will support vaccine administration to increase vaccination capacity,18988
BC001,British Columbia,18344,18344,closures/openings,health services,https://www.chirobc.com/ccbc/wp-content/uploads/2020/03/PHO-Letter-Re-Non-Essential-Services-Health-Profession-March-23-2020.pdf,Not applicable,Tightening,Provincial/territorial,FALSE,provincial health officer,"ordered that all regulated health professionals should reduce to minimal levels any non-essential and elective services involving direct physical contact with patients and clients, subject to allowable exceptions, until further notice.",18988
BC002,British Columbia,18348,18348,public information,projections,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/modelling-projections,https://news.gov.bc.ca/files/COVID19_TechnicalBriefing_Mar27_2020.pdf,Not applicable,Provincial/territorial,FALSE,bc centre for disease control,released projections for cases and critical care capacity,18988
BC004,British Columbia,18361,18362,health workforce,safety guidelines,https://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/gdx/orders-april-10/ep_act_order_m105-2020_single_site.pdf,https://news.gov.bc.ca/releases/2020HLTH0129-000675,Not applicable,Provincial/territorial,FALSE,minister of public safety,"issued order on health care labour adjustment for single-site working and other specifics (e.g., specifics on retained full-time equivalent, employment and benefits continuance, scheduling)",18988
BC005,British Columbia,18296,18296,case management,self-isolation,https://news.gov.bc.ca/releases/2020HLTH0023-000222,Not applicable,Not applicable,Provincial/territorial,FALSE,"minister of health, provincial health officer","published 1st guidance on self-isolation of confirmed cases, close contacts of confirmed cases and returning travellers from china",18988
BC007,British Columbia,18336,18337,case management,test criteria,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/testing/phases-of-covid-19-testing-in-bc,http://www.bccdc.ca/Health-Professionals-Site/Documents/PHSA-labtesting-archived-summary.pdf,Not applicable,Provincial/territorial,FALSE,"bc centre for disease control, provincial health services authority",testing criteria first published. testing is prioritized for patients with respiratory symptoms who are hospitalized or likely to be hospitalized; health care workers; residents of long-term care facilities; part of an investigation of a cluster or outbreak.,18988
BC008,British Columbia,18337,18337,closures/openings,education,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/reports-publications/covid-19-pho-class-order-mass-gatherings.pdf,https://www.ubc.ca/campus-notifications/,Tightening,Provincial/territorial,FALSE,"government of british columbia, provincial health officer",closure of post-secondary training institutions,18412
BC009,British Columbia,18337,18337,distancing,gatherings,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/reports-publications/covid-19-pho-class-order-mass-gatherings.pdf,https://news.gov.bc.ca/releases/2020HLTH0086-000499,Tightening,Provincial/territorial,FALSE,"government of british columbia, provincial health officer",prohibited gatherings of more than 50 people,18412
BC010,British Columbia,18337,18337,closures/openings,recreation,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/reports-publications/covid-19-pho-class-order-mass-gatherings.pdf,Not applicable,Tightening,Provincial/territorial,FALSE,"government of british columbia, provincial health officer","order to limit venue access and services where there is an excess of 50 people. includes theatres, sports venues, conference halls, recreation centres, etc.",18412
BC011,British Columbia,18337,18337,health services,visitors,https://news.gov.bc.ca/releases/2020HLTH0086-000499,https://globalnews.ca/news/6722262/visits-to-b-c-interior-health-hospitals-care-facilities-restricted-by-covid-19-concerns/,Tightening,Provincial/territorial,FALSE,"minister of health, provincial health officer. municipalities subsequently added own restrictions.","acute care facilities moved to restrict to essential visitors (i.e., compassionate care during end of life, critical illness or visits paramount to patient well-being) only.",18988
BC012,British Columbia,18337,18337,health services,visitors,https://news.gov.bc.ca/releases/2020HLTH0086-000499,Not applicable,Tightening,Provincial/territorial,FALSE,"minister of health, provincial health officer",long-term care facilities moved to restrict to essential visitors only,18988
BC014,British Columbia,,18337,health workforce,licence reinstatement/reclassification,https://www.bccnp.ca/Standards/Covid_19/Pages/temp_registration.aspx,Not applicable,Not applicable,Provincial/territorial,FALSE,british columbia college of nursing professionals,"allowed temporary registration during the pandemic for former, non-practising or out of province nurses on an expedited basis and at no cost",18988
BC015,British Columbia,18338,18338,case management,online assessment,https://bc.thrive.health/ ,https://bc.ctvnews.ca/this-online-tool-helps-determine-if-you-might-have-the-coronavirus-1.4857437,Not applicable,Provincial/territorial,FALSE,"government of british columbia, thrive health",launched a self-assessment online tool,18988
BC017,British Columbia,18338,18338,closures/openings,non-essential services,https://news.gov.bc.ca/releases/2020HLTH0089-000505,Not applicable,Tightening,Provincial/territorial,FALSE,"minister of health, provincial health officer",ordered closures and distancing measures of 1 to 2 metres between patrons at restaurants and cafes,18988
BC018,British Columbia,,18338,closures/openings,education,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/childcare-schools,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/reports-publications/covid-19-pho-class-order-mass-gatherings.pdf,Tightening,Provincial/territorial,FALSE,"government of british columbia, provincial health officer","closures of public elementary, middle and high schools. daycares remain open as an essential service.",18412
BC019,British Columbia,18339,18339,closures/openings,health services,https://cshbc.ca/2020/03/30/covid-19-cshbc-recommendation-that-registrants-in-private-practice-suspend-in-person-elective-and-non-essential-services-continues-until-further-notice/,Not applicable,Tightening,Provincial/territorial,FALSE,college of speech and hearing health professionals of british columbia,strongly recommended to suspend all non-essential/non-emergency treatment and services.,18988
BC020,British Columbia,18340,18340,health workforce,licence reinstatement/reclassification,"https://www.cmbc.bc.ca/temporary-emergency-registration-available/
",https://www.cmbc.bc.ca/wp-content/uploads/2020/03/COVID-19-19.03.2020.pdf,Not applicable,Provincial/territorial,FALSE,college of midwives of british columbia,"allowed non-practising registrants, former registrants and practising midwives in other canadian jurisdictions allowed to apply for temporary registration during the pandemic on an expedited basis and at no cost",18988
BC021,British Columbia,18341,18340,health services,telemedicine/virtual care,https://www.doctorsofbc.ca/news/covid-19-temporary-billing-changes,Not applicable,Not applicable,Provincial/territorial,FALSE,"doctors of bc, government of british columbia",introduced temporary fee codes to address added costs of treating patients with covid-19 in physician offices,18988
BC022,British Columbia,,18341,closures/openings,recreation,http://www.env.gov.bc.ca/bcparks/,https://news.gov.bc.ca/releases/2020HLTH0095-000525,Tightening,Provincial/territorial,FALSE,bc parks,partially closed camping and some park facility operations. some parks fully closed.,18382
BC024,British Columbia,18347,18347,health workforce,safety guidelines,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/reports-publications/covid-19-pho-order-movement-health-care-staff.pdf,Not applicable,Tightening,Provincial/territorial,FALSE,"minister of health, provincial health officer","issued order for private health sector licensees (e.g., private hospitals, long-term care, assisted living) to restrict movement of staff to work at only 1 facility to reduce the risk of transmission",18988
BC025,British Columbia,18347,18347,health workforce,safety guidelines,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/reports-publications/covid-19-pho-order-info-collection-health-care-staff.pdf,Not applicable,Tightening,Provincial/territorial,FALSE,"minister of health, provincial health officer",issued order to collect personal and employment-related information on health sector staff to inform allocation of resources and the movement of health care workers,18988
BC027,British Columbia,18348,18348,distancing,gatherings,https://news.gov.bc.ca/releases/2020HLTH0113-000581,Not applicable,Tightening,Provincial/territorial,FALSE,"minister of health, provincial health officer",discouraged in-person gatherings of any size and recommended connecting with people online or over the phone,18988
BC028,British Columbia,18351,18350,closures/openings,education,https://news.gov.bc.ca/releases/2020HLTH0115-000594,https://www.openschool.bc.ca/keeplearning/,Tightening,Provincial/territorial,FALSE,"minister of health, provincial health officer, government of british columbia",made online resources available through keep learning bc website to support families while k–12 students and children are out of school,18988
BC029,British Columbia,18351,18348,health services,telemedicine/virtual care,https://www.doctorsofbc.ca/news/covid-19-temporary-billing-changes ,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/msc-payment-schedule-june-2020-covid-19.pdf,Not applicable,Provincial/territorial,FALSE,"doctors of bc, government of british columbia",introduced new temporary family practice fee codes and 2 new temporary specialist fee codes,18988
